Data;Hora UTC;VENTO-DIREÇÃO;VENTO-RAJADA;VENTO
2023/09/13;1300 UTC;161;4.8;1.3
2023/09/13;1400 UTC;177;4.2;1.5
2023/09/13;1500 UTC;165;4;1
2023/09/13;1600 UTC;146;4.6;1.2
2023/09/13;1700 UTC;162;5.7;1.4
2023/09/13;1800 UTC;152;5.2;1.2
2023/09/13;1900 UTC;149;4.6;1
2023/09/13;2000 UTC;128;4.2;1.1
2023/09/13;2100 UTC;101;3.9;0.7
2023/09/13;2200 UTC;111;4.2;1.1
2023/09/13;2300 UTC;101;4.1;0.9
2023/09/14;0000 UTC;111;3.6;0.9
2023/09/14;0100 UTC;98;4;1
2023/09/14;0200 UTC;79;3.3;0.6
2023/09/14;0300 UTC;80;3.3;0.5
2023/09/14;0400 UTC;102;2.8;0.5
2023/09/14;0500 UTC;139;3.2;0.6
2023/09/14;0600 UTC;148;2.5;0.8
2023/09/14;0700 UTC;188;2.5;0.6
2023/09/14;0800 UTC;345;2.6;0.4
2023/09/14;0900 UTC;304;1.3;0.2
2023/09/14;1000 UTC;310;0.9;0.4
2023/09/14;1100 UTC;205;1.6;0.8
2023/09/14;1200 UTC;246;3.6;0.6
2023/09/14;1300 UTC;194;4;1.7
2023/09/14;1400 UTC;184;4.1;1.7
2023/09/14;1500 UTC;167;4.6;1.9
2023/09/14;1600 UTC;176;5.1;1.6
2023/09/14;1700 UTC;130;5.3;1.6
2023/09/14;1800 UTC;150;4.7;1.3
2023/09/14;1900 UTC;81;5.6;1.1
2023/09/14;2000 UTC;86;4.8;1.2
2023/09/14;2100 UTC;65;5.8;1.3
2023/09/14;2200 UTC;53;4.7;1.7
2023/09/14;2300 UTC;61;5.5;1.4
2023/09/15;0000 UTC;59;5.5;1.4
2023/09/15;0100 UTC;52;5.3;1.6
2023/09/15;0200 UTC;53;4.6;1.3
2023/09/15;0300 UTC;38;5.5;1.3
2023/09/15;0400 UTC;27;3.6;0.7
2023/09/15;0500 UTC;10;3.3;0.7
2023/09/15;0600 UTC;38;3.3;1.1
2023/09/15;0700 UTC;301;3.2;0.4
2023/09/15;0800 UTC;24;1.5;0.4
2023/09/15;0900 UTC;36;3.8;0.7
2023/09/15;1000 UTC;17;3;0.9
2023/09/15;1100 UTC;29;3.8;1.4
2023/09/15;1200 UTC;97;4.9;1
2023/09/15;1300 UTC;77;4.1;1.2
2023/09/15;1400 UTC;63;4.9;1.4
2023/09/15;1500 UTC;77;6.5;2
2023/09/15;1600 UTC;94;7.7;1.7
2023/09/15;1700 UTC;84;6.4;1.5
2023/09/15;1800 UTC;104;5.9;1.6
2023/09/15;1900 UTC;88;6.7;1.3
2023/09/15;2000 UTC;102;5.1;1.5
2023/09/15;2100 UTC;74;5.1;0.9
2023/09/15;2200 UTC;108;4.8;1.2
2023/09/15;2300 UTC;107;4.4;0.8
2023/09/16;0000 UTC;143;3.4;1
2023/09/16;0100 UTC;122;3.7;0.7
2023/09/16;0200 UTC;104;4;0.7
2023/09/16;0300 UTC;99;4;0.9
2023/09/16;0400 UTC;88;4.9;1.1
2023/09/16;0500 UTC;56;4.7;0.9
2023/09/16;0600 UTC;74;5;0.7
2023/09/16;0700 UTC;69;5;1.3
2023/09/16;0800 UTC;58;5;0.8
2023/09/16;0900 UTC;101;3.1;0.4
2023/09/16;1000 UTC;143;3.5;0.9
2023/09/16;1100 UTC;126;4;1.1
2023/09/16;1200 UTC;127;4.9;1.4
2023/09/16;1300 UTC;134;5.9;1
2023/09/16;1400 UTC;156;4.5;1.5
2023/09/16;1500 UTC;161;5.6;1.3
2023/09/16;1600 UTC;156;5.4;1.1
2023/09/16;1700 UTC;145;4.9;1.8
2023/09/16;1800 UTC;149;5.2;1.5
2023/09/16;1900 UTC;153;4.8;1.4
2023/09/16;2000 UTC;151;4.9;1.6
2023/09/16;2100 UTC;128;4.9;1.1
2023/09/16;2200 UTC;127;4.7;1
2023/09/16;2300 UTC;99;4.1;0.8
2023/09/17;0000 UTC;91;4.1;0.8
2023/09/17;0100 UTC;90;5.1;0.9
2023/09/17;0200 UTC;106;4.1;0.9
2023/09/17;0300 UTC;104;5.4;1
2023/09/17;0400 UTC;92;4.6;0.9
2023/09/17;0500 UTC;95;3.9;0.9
2023/09/17;0600 UTC;101;3.6;0.8
2023/09/17;0700 UTC;110;4.3;0.9
2023/09/17;0800 UTC;93;4.1;0.8
2023/09/17;0900 UTC;125;3.5;0.9
2023/09/17;1000 UTC;140;3.7;1.1
2023/09/17;1100 UTC;161;4.8;1.2
2023/09/17;1200 UTC;163;4.8;1.5
2023/09/17;1300 UTC;165;4.7;1.4
2023/09/17;1400 UTC;174;4.7;1.4
2023/09/17;1500 UTC;163;4.6;1.5
2023/09/17;1600 UTC;162;4.9;1.6
2023/09/17;1700 UTC;167;5.2;1.5
2023/09/17;1800 UTC;162;5.9;1.4
2023/09/17;1900 UTC;161;5;1.3
2023/09/17;2000 UTC;154;5.4;1.6
2023/09/17;2100 UTC;159;5.6;1.7
2023/09/17;2200 UTC;156;5.9;1.9
2023/09/17;2300 UTC;150;6;1.4
2023/09/18;0000 UTC;143;6.1;1.2
2023/09/18;0100 UTC;145;5.1;1.3
2023/09/18;0200 UTC;138;5.8;1.5
2023/09/18;0300 UTC;154;4.5;1.6
2023/09/18;0400 UTC;172;5.1;1.5
2023/09/18;0500 UTC;132;5.1;0.9
2023/09/18;0600 UTC;48;3.5;1.1
2023/09/18;0700 UTC;104;4.3;1
2023/09/18;0800 UTC;101;5.5;1
2023/09/18;0900 UTC;107;5.4;1.3
2023/09/18;1000 UTC;158;4.6;1.1
2023/09/18;1100 UTC;82;4.3;1.1
2023/09/18;1200 UTC;119;4.8;1.3
2023/09/18;1300 UTC;176;4.8;1.2
2023/09/18;1400 UTC;182;4.8;1.5
2023/09/18;1500 UTC;173;5.9;2
2023/09/18;1600 UTC;174;6.9;2
2023/09/18;1700 UTC;153;6.1;1.8
2023/09/18;1800 UTC;158;7.4;2.4
2023/09/18;1900 UTC;149;7.9;1.8
2023/09/18;2000 UTC;102;6.9;1.4
2023/09/18;2100 UTC;121;5.6;1
2023/09/18;2200 UTC;124;7.6;1.2
2023/09/18;2300 UTC;66;7.7;1.1
2023/09/19;0000 UTC;109;6.5;1.1
2023/09/19;0100 UTC;81;4.7;1.3
2023/09/19;0200 UTC;91;6;1.3
2023/09/19;0300 UTC;87;4.7;1.2
2023/09/19;0400 UTC;118;4.5;0.9
2023/09/19;0500 UTC;95;4.4;0.9
2023/09/19;0600 UTC;113;4.8;1
2023/09/19;0700 UTC;98;3.9;0.7
2023/09/19;0800 UTC;136;3.3;0.9
2023/09/19;0900 UTC;128;4.1;0.8
2023/09/19;1000 UTC;139;4.1;1.1
2023/09/19;1100 UTC;162;4.3;1
2023/09/19;1200 UTC;143;4.7;1.1
2023/09/19;1300 UTC;153;6.8;1.1
2023/09/19;1400 UTC;160;6.8;1.2
2023/09/19;1500 UTC;170;4.4;1.3
2023/09/19;1600 UTC;174;4.7;1.2
2023/09/19;1700 UTC;166;5.2;1.4
2023/09/19;1800 UTC;159;5.2;1.4
2023/09/19;1900 UTC;155;4.9;1.4
2023/09/19;2000 UTC;149;6.3;1.4
2023/09/19;2100 UTC;135;6;1.4
2023/09/19;2200 UTC;133;6;1.2
2023/09/19;2300 UTC;119;4.9;1.1
2023/09/20;0000 UTC;128;4.4;1.1
2023/09/20;0100 UTC;107;4.5;1
2023/09/20;0200 UTC;106;4.4;0.7
2023/09/20;0300 UTC;106;3.6;0.6
2023/09/20;0400 UTC;115;4.5;0.8
2023/09/20;0500 UTC;166;7.3;2.2
2023/09/20;0600 UTC;105;7.3;1.1
2023/09/20;0700 UTC;115;4.8;0.8
2023/09/20;0800 UTC;126;4.8;1
2023/09/20;0900 UTC;120;6.4;1.6
2023/09/20;1000 UTC;123;4.9;1
2023/09/20;1100 UTC;104;4.9;1.1
2023/09/20;1200 UTC;161;7.3;1.9
2023/09/20;1300 UTC;166;6.9;1.9
2023/09/20;1400 UTC;131;6;1.5
2023/09/20;1500 UTC;137;6.2;1.8
2023/09/20;1600 UTC;135;6;1.7
2023/09/20;1700 UTC;157;5.8;1.4
2023/09/20;1800 UTC;151;5;1.5
2023/09/20;1900 UTC;169;4.5;1.2
2023/09/20;2000 UTC;166;4.2;0.9
2023/09/20;2100 UTC;144;4.9;0.9
2023/09/20;2200 UTC;153;3.9;0.8
2023/09/20;2300 UTC;126;4.2;0.8
2023/09/21;0000 UTC;124;3.6;0.8
2023/09/21;0100 UTC;139;3.2;0.8
2023/09/21;0200 UTC;151;3.7;1.1
2023/09/21;0300 UTC;135;5.9;1.4
2023/09/21;0400 UTC;170;6;1.6
2023/09/21;0500 UTC;111;6.3;0.4
2023/09/21;0600 UTC;124;4.2;0.8
2023/09/21;0700 UTC;170;4.1;0.9
2023/09/21;0800 UTC;148;3.5;1
2023/09/21;0900 UTC;127;5.1;1.4
2023/09/21;1000 UTC;103;5.6;1.4
2023/09/21;1100 UTC;153;6.6;1.5
2023/09/21;1200 UTC;145;6.6;1.6
2023/09/21;1300 UTC;154;7;1.3
2023/09/21;1400 UTC;176;4.3;1.6
2023/09/21;1500 UTC;158;4.9;1.5
2023/09/21;1600 UTC;170;5.6;1.5
2023/09/21;1700 UTC;153;5.6;1.3
2023/09/21;1800 UTC;153;5;1.5
2023/09/21;1900 UTC;132;5.4;1.4
2023/09/21;2000 UTC;141;4.5;1.1
2023/09/21;2100 UTC;114;6;1.1
2023/09/21;2200 UTC;115;4.8;1.4
2023/09/21;2300 UTC;92;5.4;1.1
2023/09/22;0000 UTC;93;5.1;1.2
2023/09/22;0100 UTC;151;6;1.1
2023/09/22;0200 UTC;115;5;1
2023/09/22;0300 UTC;79;4.6;0.8
2023/09/22;0400 UTC;55;3.2;0.6
2023/09/22;0500 UTC;65;3.6;0.7
2023/09/22;0600 UTC;62;3.9;0.7
2023/09/22;0700 UTC;59;2.8;0.5
2023/09/22;0800 UTC;63;3.4;0.8
2023/09/22;0900 UTC;101;3.4;0.8
2023/09/22;1000 UTC;96;4;0.9
2023/09/22;1100 UTC;122;4.1;1
2023/09/22;1200 UTC;136;4.1;0.9
2023/09/22;1300 UTC;153;4.6;1.5
2023/09/22;1400 UTC;157;6.4;1.4
2023/09/22;1500 UTC;143;4.6;1.5
2023/09/22;1600 UTC;177;4.4;1.4
2023/09/22;1700 UTC;139;5.8;1.3
2023/09/22;1800 UTC;147;5.3;1.6
2023/09/22;1900 UTC;114;5.3;1.3
2023/09/22;2000 UTC;123;5;1.2
2023/09/22;2100 UTC;92;4.7;1
2023/09/22;2200 UTC;123;4.9;1.2
2023/09/22;2300 UTC;80;4.9;1.2
2023/09/23;0000 UTC;90;4.4;0.9
2023/09/23;0100 UTC;62;4.3;1.1
2023/09/23;0200 UTC;78;5.4;0.8
2023/09/23;0300 UTC;64;4.7;1.4
2023/09/23;0400 UTC;46;4.7;0.7
2023/09/23;0500 UTC;34;2.1;0.3
2023/09/23;0600 UTC;320;2.2;0.4
2023/09/23;0700 UTC;34;1.8;0.5
2023/09/23;0800 UTC;40;3.5;0.7
2023/09/23;0900 UTC;35;2.6;0.8
2023/09/23;1000 UTC;29;3;0.7
2023/09/23;1100 UTC;55;2.5;0.9
2023/09/23;1200 UTC;75;2.5;0.8
2023/09/23;1300 UTC;96;2.3;0.7
2023/09/23;1400 UTC;39;3.3;0.6
2023/09/23;1500 UTC;79;3.8;0.9
2023/09/23;1600 UTC;71;5;1.4
2023/09/23;1700 UTC;83;5.3;1.3
2023/09/23;1800 UTC;76;5.3;1.7
2023/09/23;1900 UTC;86;6.5;1.4
2023/09/23;2000 UTC;64;6.7;1.7
2023/09/23;2100 UTC;60;6.1;1.7
2023/09/23;2200 UTC;59;6.6;1.7
2023/09/23;2300 UTC;66;5.8;1.5
2023/09/24;0000 UTC;55;7;1.2
2023/09/24;0100 UTC;52;6;0.9
2023/09/24;0200 UTC;61;4.8;1.5
2023/09/24;0300 UTC;59;4.5;1.1
2023/09/24;0400 UTC;50;3.7;0.9
2023/09/24;0500 UTC;32;3.8;0.9
2023/09/24;0600 UTC;36;3.7;1.3
2023/09/24;0700 UTC;30;3.7;0.8
2023/09/24;0800 UTC;27;2.3;0.5
2023/09/24;0900 UTC;25;2.1;0.6
2023/09/24;1000 UTC;32;3.1;1
2023/09/24;1100 UTC;40;4.1;1.2
2023/09/24;1200 UTC;12;4.5;0.7
2023/09/24;1300 UTC;305;2.8;1
2023/09/24;1400 UTC;265;2.9;0.7
2023/09/24;1500 UTC;267;2.8;1.2
2023/09/24;1600 UTC;100;5.1;1.2
2023/09/24;1700 UTC;84;5.7;1.8
2023/09/24;1800 UTC;66;5.5;1.5
2023/09/24;1900 UTC;65;7;1.5
2023/09/24;2000 UTC;73;6.8;1.8
2023/09/24;2100 UTC;59;6.4;2.4
2023/09/24;2200 UTC;57;6.3;1.9
2023/09/24;2300 UTC;52;6;2.3
2023/09/25;0000 UTC;51;6.6;1.7
2023/09/25;0100 UTC;48;5.8;1.7
2023/09/25;0200 UTC;49;5.8;1.4
2023/09/25;0300 UTC;35;5.5;1.1
2023/09/25;0400 UTC;359;3.3;0.5
2023/09/25;0500 UTC;32;2.3;0.6
2023/09/25;0600 UTC;39;3.6;1
2023/09/25;0700 UTC;1;3.6;0.4
2023/09/25;0800 UTC;36;2.3;0.8
2023/09/25;0900 UTC;31;3.5;0.8
2023/09/25;1000 UTC;27;2.8;1
2023/09/25;1100 UTC;22;3.9;1.4
2023/09/25;1200 UTC;327;5.8;1.2
2023/09/25;1300 UTC;274;3.7;0.9
2023/09/25;1400 UTC;244;2.6;0.8
2023/09/25;1500 UTC;71;4.4;1
2023/09/25;1600 UTC;86;4.4;1.2
2023/09/25;1700 UTC;100;6.7;1.7
2023/09/25;1800 UTC;61;6.2;1.9
2023/09/25;1900 UTC;62;6.5;1.7
2023/09/25;2000 UTC;67;7.1;2
2023/09/25;2100 UTC;55;7.1;1.7
2023/09/25;2200 UTC;57;7;2.2
2023/09/25;2300 UTC;53;6.7;1.8
2023/09/26;0000 UTC;52;6.3;2.1
2023/09/26;0100 UTC;52;7;2.4
2023/09/26;0200 UTC;52;7;1.7
2023/09/26;0300 UTC;54;5.6;1.1
2023/09/26;0400 UTC;37;6.1;1.1
2023/09/26;0500 UTC;26;3;0.7
2023/09/26;0600 UTC;19;1.7;0.5
2023/09/26;0700 UTC;25;2.7;0.9
2023/09/26;0800 UTC;36;2.4;0.6
2023/09/26;0900 UTC;15;2.1;0.5
2023/09/26;1000 UTC;26;3.2;1.2
2023/09/26;1100 UTC;358;3.7;1
2023/09/26;1200 UTC;359;3.3;0.9
2023/09/26;1300 UTC;60;2.7;0.9
2023/09/26;1400 UTC;194;3.2;0.7
2023/09/26;1500 UTC;222;3.4;1
2023/09/26;1600 UTC;63;5.7;1.9
2023/09/26;1700 UTC;74;5.7;1.4
2023/09/26;1800 UTC;72;6.5;1.5
2023/09/26;1900 UTC;74;7.3;1.7
2023/09/26;2000 UTC;55;5.3;1.4
2023/09/26;2100 UTC;57;8.3;2.1
2023/09/26;2200 UTC;51;7.2;1.8
2023/09/26;2300 UTC;41;5.4;1.2
2023/09/27;0000 UTC;43;3.6;1.1
2023/09/27;0100 UTC;44;5.5;1.1
2023/09/27;0200 UTC;47;4.2;1.3
2023/09/27;0300 UTC;56;4.9;1.1
2023/09/27;0400 UTC;45;4.2;0.9
2023/09/27;0500 UTC;46;3.5;1.1
2023/09/27;0600 UTC;31;3.8;1
2023/09/27;0700 UTC;27;3.6;0.8
2023/09/27;0800 UTC;32;3.5;1.1
2023/09/27;0900 UTC;38;3.5;1.2
2023/09/27;1000 UTC;40;4.9;2
2023/09/27;1100 UTC;40;6.3;1.4
2023/09/27;1200 UTC;354;4.4;1
2023/09/27;1300 UTC;34;6.6;1.6
2023/09/27;1400 UTC;29;6.6;1.4
2023/09/27;1500 UTC;323;4.5;0.8
2023/09/27;1600 UTC;67;4.7;1.5
2023/09/27;1700 UTC;68;6.5;1.9
2023/09/27;1800 UTC;91;7;1.4
2023/09/27;1900 UTC;72;6.2;1.5
2023/09/27;2000 UTC;54;6.7;2.3
2023/09/27;2100 UTC;48;7.2;2.3
2023/09/27;2200 UTC;50;8.6;2.6
2023/09/27;2300 UTC;51;8.6;2.2
2023/09/28;0000 UTC;48;7.1;2.4
2023/09/28;0100 UTC;42;7.2;1.6
2023/09/28;0200 UTC;38;5.9;1.4
2023/09/28;0300 UTC;51;6.7;1.8
2023/09/28;0400 UTC;36;6.4;1.2
2023/09/28;0500 UTC;40;4.7;1.2
2023/09/28;0600 UTC;41;4.7;1
2023/09/28;0700 UTC;330;4;0.5
2023/09/28;0800 UTC;46;2.1;0.5
2023/09/28;0900 UTC;31;2.6;1
2023/09/28;1000 UTC;27;4;1.3
2023/09/28;1100 UTC;37;5.7;1.7
2023/09/28;1200 UTC;38;8.6;1.4
2023/09/28;1300 UTC;44;6.8;1.8
2023/09/28;1400 UTC;45;6.1;1.2
2023/09/28;1500 UTC;248;5.7;0.8
2023/09/28;1600 UTC;70;6.7;1.6
2023/09/28;1700 UTC;95;5.7;1.7
2023/09/28;1800 UTC;85;6.3;1.6
2023/09/28;1900 UTC;58;5;1.8
2023/09/28;2000 UTC;57;9.2;2.6
2023/09/28;2100 UTC;60;9.2;2.6
2023/09/28;2200 UTC;55;9;2.5
2023/09/28;2300 UTC;52;9.1;3
2023/09/29;0000 UTC;50;9.3;1.8
2023/09/29;0100 UTC;50;7.5;2
2023/09/29;0200 UTC;43;5.6;1.9
2023/09/29;0300 UTC;55;5.7;1.3
2023/09/29;0400 UTC;41;5.2;1.3
2023/09/29;0500 UTC;90;4;0.9
2023/09/29;0600 UTC;217;3.1;0.3
2023/09/29;0700 UTC;186;2;0.4
2023/09/29;0800 UTC;123;1.7;0.3
2023/09/29;0900 UTC;97;2.4;0.5
2023/09/29;1000 UTC;145;2.4;0.5
2023/09/29;1100 UTC;147;3.3;1.1
2023/09/29;1200 UTC;153;3.8;0.8
2023/09/29;1300 UTC;141;5.2;1.3
2023/09/29;1400 UTC;122;5.2;1.4
2023/09/29;1500 UTC;175;4.8;1.2
2023/09/29;1600 UTC;173;4.6;1.4
2023/09/29;1700 UTC;137;4.8;1.4
2023/09/29;1800 UTC;138;4.7;1.5
2023/09/29;1900 UTC;116;5.9;1.4
2023/09/29;2000 UTC;145;5.5;1.2
2023/09/29;2100 UTC;134;4.1;1
2023/09/29;2200 UTC;135;3.3;0.7
2023/09/29;2300 UTC;135;3;0.8
2023/09/30;0000 UTC;143;2.8;1
2023/09/30;0100 UTC;144;3.2;1
2023/09/30;0200 UTC;130;3.2;0.5
2023/09/30;0300 UTC;100;2.5;0.5
2023/09/30;0400 UTC;122;2;0.4
2023/09/30;0500 UTC;183;5.4;1.5
2023/09/30;0600 UTC;344;3.3;0.3
2023/09/30;0700 UTC;43;1;0.3
2023/09/30;0800 UTC;154;1.4;0.3
2023/09/30;0900 UTC;293;1.8;0.3
2023/09/30;1000 UTC;287;1.6;0.4
2023/09/30;1100 UTC;183;2.2;0.9
2023/09/30;1200 UTC;155;3.1;0.8
2023/09/30;1300 UTC;180;3.4;1
2023/09/30;1400 UTC;143;3.3;1.3
2023/09/30;1500 UTC;81;4;1.2
2023/09/30;1600 UTC;112;4;1.1
2023/09/30;1700 UTC;176;4;1.2
2023/09/30;1800 UTC;174;3.5;1.1
2023/09/30;1900 UTC;167;3.6;1.2
2023/09/30;2000 UTC;170;3.9;0.9
2023/09/30;2100 UTC;160;5.1;1.5
2023/09/30;2200 UTC;186;5.1;1.5
2023/09/30;2300 UTC;177;3.6;0.8
2023/10/01;0000 UTC;144;2.3;0.6
2023/10/01;0100 UTC;164;4.8;1.2
2023/10/01;0200 UTC;134;4;1
2023/10/01;0300 UTC;143;5.5;1
2023/10/01;0400 UTC;124;3.5;0.4
2023/10/01;0500 UTC;257;1.3;0.2
2023/10/01;0600 UTC;194;3.8;1.3
2023/10/01;0700 UTC;152;6.2;1.6
2023/10/01;0800 UTC;165;7.8;2
2023/10/01;0900 UTC;179;5.5;1
2023/10/01;1000 UTC;142;5.7;1.1
2023/10/01;1100 UTC;142;4.9;0.8
2023/10/01;1200 UTC;167;5.1;1
2023/10/01;1300 UTC;130;5;1.4
2023/10/01;1400 UTC;88;5;1.2
2023/10/01;1500 UTC;169;4.5;1.2
2023/10/01;1600 UTC;156;5.8;1.2
2023/10/01;1700 UTC;175;5.5;1.1
2023/10/01;1800 UTC;165;4.2;1.2
2023/10/01;1900 UTC;132;4.3;1.5
2023/10/01;2000 UTC;102;4.2;1.3
2023/10/01;2100 UTC;124;5.1;1.3
2023/10/01;2200 UTC;169;5.1;1.5
2023/10/01;2300 UTC;161;5;0.6
2023/10/02;0000 UTC;186;5.1;1.4
2023/10/02;0100 UTC;182;4.5;1.7
2023/10/02;0200 UTC;320;3.7;0.5
2023/10/02;0300 UTC;163;3.3;0.4
2023/10/02;0400 UTC;137;3.8;0.9
2023/10/02;0500 UTC;149;3.8;1.1
2023/10/02;0600 UTC;176;4.8;1.5
2023/10/02;0700 UTC;180;4;1.2
2023/10/02;0800 UTC;174;3.9;1
2023/10/02;0900 UTC;80;2.5;0.3
2023/10/02;1000 UTC;26;1.8;0.8
2023/10/02;1100 UTC;279;3;0.5
2023/10/02;1200 UTC;206;2.6;1
2023/10/02;1300 UTC;200;2.9;1.1
2023/10/02;1400 UTC;230;2.7;0.8
2023/10/02;1500 UTC;160;3.6;1.3
2023/10/02;1600 UTC;156;3.6;1
2023/10/02;1700 UTC;95;4.1;1
2023/10/02;1800 UTC;75;4.3;1.7
2023/10/02;1900 UTC;79;5.7;1.4
2023/10/02;2000 UTC;62;5.1;1.3
2023/10/02;2100 UTC;73;6.2;1.4
2023/10/02;2200 UTC;79;5;1.7
2023/10/02;2300 UTC;83;5;1.5
2023/10/03;0000 UTC;64;5.6;1.4
2023/10/03;0100 UTC;65;6;1.6
2023/10/03;0200 UTC;60;6.2;1.4
2023/10/03;0300 UTC;64;6.5;1.2
2023/10/03;0400 UTC;52;5.8;1.3
2023/10/03;0500 UTC;45;4.4;0.8
2023/10/03;0600 UTC;31;3.3;0.8
2023/10/03;0700 UTC;32;2.7;1
2023/10/03;0800 UTC;37;3.1;0.9
2023/10/03;0900 UTC;26;2.6;0.7
2023/10/03;1000 UTC;27;3.6;1.2
2023/10/03;1100 UTC;51;4.9;1.6
2023/10/03;1200 UTC;49;4.9;1.3
2023/10/03;1300 UTC;255;3.4;0.7
2023/10/03;1400 UTC;195;3.7;0.9
2023/10/03;1500 UTC;81;5.2;1.5
2023/10/03;1600 UTC;90;5.5;1.4
2023/10/03;1700 UTC;57;6.4;1.6
2023/10/03;1800 UTC;90;6.4;1.6
2023/10/03;1900 UTC;77;7.1;1.4
2023/10/03;2000 UTC;66;6.5;1.8
2023/10/03;2100 UTC;62;6;1.9
2023/10/03;2200 UTC;62;6.1;1.8
2023/10/03;2300 UTC;59;6.5;2.1
2023/10/04;0000 UTC;63;7.3;1.9
2023/10/04;0100 UTC;56;6.9;2.3
2023/10/04;0200 UTC;50;6.4;1.8
2023/10/04;0300 UTC;46;6.9;1.5
2023/10/04;0400 UTC;43;4.1;1.2
2023/10/04;0500 UTC;41;3.8;1.2
2023/10/04;0600 UTC;43;4.1;1
2023/10/04;0700 UTC;38;2.7;0.9
2023/10/04;0800 UTC;34;2.7;0.7
2023/10/04;0900 UTC;327;1.8;0.3
2023/10/04;1000 UTC;39;1.4;0.4
2023/10/04;1100 UTC;17;2.4;0.4
2023/10/04;1200 UTC;54;4;1.2
2023/10/04;1300 UTC;73;5.2;1.8
2023/10/04;1400 UTC;67;6.7;1.9
2023/10/04;1500 UTC;63;6.6;1.6
2023/10/04;1600 UTC;68;7.7;2.3
2023/10/04;1700 UTC;62;7.7;2.2
2023/10/04;1800 UTC;82;8.2;1.8
2023/10/04;1900 UTC;60;7.5;2.4
2023/10/04;2000 UTC;64;8.1;1.8
2023/10/04;2100 UTC;58;6.2;1.6
2023/10/04;2200 UTC;53;8.4;2.1
2023/10/04;2300 UTC;52;6.5;2.3
2023/10/05;0000 UTC;48;6.5;2.2
2023/10/05;0100 UTC;42;7.1;1.9
2023/10/05;0200 UTC;41;5;0.9
2023/10/05;0300 UTC;53;3.1;0.5
2023/10/05;0400 UTC;42;3.4;0.7
2023/10/05;0500 UTC;44;3.6;1.3
2023/10/05;0600 UTC;39;3.6;1
2023/10/05;0700 UTC;35;3.1;0.9
2023/10/05;0800 UTC;44;3.6;0.9
2023/10/05;0900 UTC;41;2.7;1.1
2023/10/05;1000 UTC;44;3.8;1.4
2023/10/05;1100 UTC;49;6;1.9
2023/10/05;1200 UTC;44;6.1;1.9
2023/10/05;1300 UTC;54;7.2;2.5
2023/10/05;1400 UTC;70;7.5;1.5
2023/10/05;1500 UTC;75;6.2;1.7
2023/10/05;1600 UTC;61;6.7;2.1
2023/10/05;1700 UTC;71;7.1;1.9
2023/10/05;1800 UTC;63;6.8;2.1
2023/10/05;1900 UTC;78;7;2.2
2023/10/05;2000 UTC;69;7.8;2
2023/10/05;2100 UTC;54;7.3;2.3
2023/10/05;2200 UTC;59;7.5;1.7
2023/10/05;2300 UTC;66;5.9;1.1
2023/10/06;0000 UTC;66;4.3;1.4
2023/10/06;0100 UTC;55;4.8;1.6
2023/10/06;0200 UTC;50;7.1;1.9
2023/10/06;0300 UTC;54;5;1.5
2023/10/06;0400 UTC;60;5.8;1.2
2023/10/06;0500 UTC;49;5.7;1.4
2023/10/06;0600 UTC;59;4.7;1.3
2023/10/06;0700 UTC;52;5.5;0.6
2023/10/06;0800 UTC;58;2.2;0.7
2023/10/06;0900 UTC;51;3.8;1
2023/10/06;1000 UTC;76;3.9;0.8
2023/10/06;1100 UTC;49;5;1.8
2023/10/06;1200 UTC;62;5.5;1.6
2023/10/06;1300 UTC;92;5.8;1.8
2023/10/06;1400 UTC;84;7.6;2.3
2023/10/06;1500 UTC;81;7.8;2.3
2023/10/06;1600 UTC;62;7;1.8
2023/10/06;1700 UTC;82;6;1.7
2023/10/06;1800 UTC;76;7;2.1
2023/10/06;1900 UTC;82;7.9;2.2
2023/10/06;2000 UTC;75;7.7;1.8
2023/10/06;2100 UTC;63;6.5;1.9
2023/10/06;2200 UTC;57;6.3;1.5
2023/10/06;2300 UTC;79;4.9;1.6
2023/10/07;0000 UTC;60;4.9;1
2023/10/07;0100 UTC;53;3.5;0.8
2023/10/07;0200 UTC;55;4;1.4
2023/10/07;0300 UTC;56;4.1;1
2023/10/07;0400 UTC;53;4;0.9
2023/10/07;0500 UTC;66;4.7;1.2
2023/10/07;0600 UTC;31;3.9;0.8
2023/10/07;0700 UTC;37;2.8;0.5
2023/10/07;0800 UTC;91;2;0.6
2023/10/07;0900 UTC;71;4.2;1.3
2023/10/07;1000 UTC;64;4.3;1.1
2023/10/07;1100 UTC;68;4.5;1.1
2023/10/07;1200 UTC;62;4.7;1.9
2023/10/07;1300 UTC;80;5.9;1.2
2023/10/07;1400 UTC;58;6.6;1.7
2023/10/07;1500 UTC;105;6.3;1.4
2023/10/07;1600 UTC;132;5.4;1.5
2023/10/07;1700 UTC;169;4.9;1
2023/10/07;1800 UTC;174;3.6;1.2
2023/10/07;1900 UTC;149;4.1;1.4
2023/10/07;2000 UTC;148;4.4;1.2
2023/10/07;2100 UTC;90;4.5;1
2023/10/07;2200 UTC;94;4.8;1
2023/10/07;2300 UTC;81;4.2;1.1
2023/10/08;0000 UTC;89;4;1.4
2023/10/08;0100 UTC;59;4.8;1
2023/10/08;0200 UTC;60;4.9;1.4
2023/10/08;0300 UTC;61;4.9;1.1
2023/10/08;0400 UTC;63;5.1;0.9
