codigo_a, codigo_b, nome, classe
N245,11,METRÔ SANTANA / JD. PERY ALTO,Noturno
N301,11,TERM. A. E. CARVALHO / TERM. PQ. D. PEDRO II,Noturno
N302,11,TERM. A. E. CARVALHO / TERM. PQ. D. PEDRO II,Noturno
N303,11,TERM. A. E. CARVALHO / TERM. ARICANDUVA,Noturno
N304,11,TERM. SÃO MIGUEL / TERM. ARICANDUVA,Noturno
N305,11,TERM. SÃO MIGUEL / CPTM GUAIANASES,Noturno
N306,11,TERM. SÃO MIGUEL / METRÔ ITAQUERA,Noturno
N307,11,TERM. PQ. D. PEDRO II / TERM. PINHEIROS,Noturno
N308,11,METRÔ ITAQUERA / TERM. PQ. D. PEDRO II,Noturno
N331,11,TERM. A. E. CARVALHO / OLIVEIRINHA,Noturno
N332,11,TERM. A. E. CARVALHO / VL. CISPER (CPTM USP),Noturno
N333,11,TERM. SÃO MIGUEL / CID. KEMEL,Noturno
N334,11,TERM. A. E. CARVALHO / CPTM GUAIANASES,Noturno
N335,11,TERM. PENHA / ERMELINO MATARAZZO,Noturno
N336,11,TERM. SÃO MIGUEL / JD. CAMARGO VELHO,Noturno
N337,11,TERM. SÃO MIGUEL / JD. CAMARGO VELHO,Noturno
N339,11,METRÔ ITAQUERA / ARTUR ALVIM,Noturno
N340,11,METRÔ ITAQUERA / JD. STO. ANTÔNIO,Noturno
N341,11,TERM. SÃO MIGUEL / VL. CISPER (CPTM USP),Noturno
N342,11,TERM. PENHA     / JD. DANFER,Noturno
N343,11,TERM. A. E. CARVALHO / METRÔ ITAQUERA,Noturno
N344,11,TERM. PENHA / VL. CISPER,Noturno
N401,11,TERM. VL. CARRÃO / TERM. PQ. D. PEDRO II,Noturno
N402,11,METRÔ ITAQUERA / TERM. VL. CARRÃO,Noturno
N403,11,TERM. CID. TIRADENTES / METRÔ ITAQUERA,Noturno
N404,11,TERM. SÃO MATEUS / TERM. PENHA,Noturno
N405,11,TERM. VL. CARRÃO / METRÔ ITAQUERA,Noturno
N406,11,TERM. CID. TIRADENTES / TERM. SÃO MATEUS,Noturno
N407,11,TERM. VL. CARRÃO / METRÔ BELÉM,Noturno
N431,11,TERM. SÃO MATEUS / JD. LIMOEIRO,Noturno
N432,11,TERM. SÃO MATEUS / JD. STO. ANDRÉ,Noturno
N433,11,TERM. VL. CARRÃO / METRÔ BELÉM,Noturno
N434,11,TERM. VL. CARRÃO / JD. IV CENTENÁRIO,Noturno
N435,11,TERM. CID. TIRADENTES / METALÚRGICOS,Noturno
N436,11,TERM. CID. TIRADENTES / BARRO BRANCO,Noturno
N437,11,CPTM GUAIANASES / TERM. CID. TIRADENTES,Noturno
N438,11,METRÔ ITAQUERA / HOSP. STA. MARCELINA,Noturno
N439,11,METRÔ ITAQUERA / COHAB FAZENDA DO CARMO,Noturno
N440,11,TERM. VL. CARRÃO / SAVOY/DALILA,Noturno
N441,11,TERM. CID. TIRADENTES / VL. YOLANDA,Noturno
N501,11,TERM. SÃO MATEUS / TERM. PQ. D. PEDRO II,Noturno
N502,11,TERM. SACOMÃ / TERM. PQ. D. PEDRO II,Noturno
N503,11,TERM. SÃO MATEUS / TERM. PQ. D. PEDRO II,Noturno
N504,11,TERM. VL. PRUDENTE / TERM. PQ. D. PEDRO II,Noturno
N505,11,TERM. SACOMÃ / TERM. PINHEIROS,Noturno
N506,11,TERM. SACOMÃ / METRÔ VL. MADALENA,Noturno
N507,11,TERM. VL. PRUDENTE / METRÔ SANTANA,Noturno
N508,11,TERM. SACOMÃ / TERM. PQ. D. PEDRO II,Noturno
N531,11,TERM. SAPOPEMBA / TERM. VL. PRUDENTE,Noturno
N532,11,TERM. SAPOPEMBA / HOSP. SÃO MATEUS,Noturno
N533,11,TERM. VL. PRUDENTE / JD. PLANALTO,Noturno
N534,11,TERM. SACOMÃ / VL. ARAPUÁ,Noturno
N535,11,TERM. SACOMÃ / JD. CELESTE,Noturno
N536,11,TERM. SACOMÃ / JD. ITÁPOLIS,Noturno
N537,11,METRÔ VL. MARIANA / TERM. VL. PRUDENTE,Noturno
N538,11,TERM. SACOMÃ / JD. CELESTE,Noturno
N539,11,TERM. SACOMÃ / HOSP. HELIÓPOLIS,Noturno
N540,11,TERM. SAPOPEMBA / JD. SÃO ROBERTO,Noturno
N601,11,TERM. GRAJAÚ / TERM. PQ. D. PEDRO II,Noturno
N602,11,TERM. GRAJAÚ / TERM. STO. AMARO,Noturno
N603,11,METRÔ JABAQUARA / TERM. PINHEIROS,Noturno
N604,11,METRÔ JABAQUARA / TERM. PQ. D. PEDRO II,Noturno
N631,11,TERM. GRAJAÚ / TERM. STO. AMARO,Noturno
N632,11,TERM. GRAJAÚ / TERM. STO. AMARO,Noturno
N633,11,METRÔ JABAQUARA / MORUMBI SHOP.,Noturno
N634,11,TERM. STO. AMARO / JD. LUSO,Noturno
N635,11,TERM. GRAJAÚ / JD. GAIVOTAS,Noturno
N636,11,TERM. GRAJAÚ / JD. NORONHA,Noturno
N637,11,METRÔ JABAQUARA / VL. MISSIONÁRIA,Noturno
N638,11,TERM. GRAJAÚ / UNISA,Noturno
N639,11,TERM. GRAJAÚ / VARGEM GRANDE,Noturno
N640,11,TERM. STO. AMARO / ELDORADO,Noturno
N701,11,TERM. STO. AMARO / TERM. PQ. D. PEDRO II,Noturno
N702,11,TERM. STO. AMARO / TERM. PQ. D. PEDRO II,Noturno
N703,11,TERM. JD. ÂNGELA / TERM. STO. AMARO,Noturno
N704,11,TERM. CAPELINHA / TERM. STO. AMARO,Noturno
N705,11,TERM. STO. AMARO / TERM. PINHEIROS,Noturno
N706,11,TERM. CAMPO LIMPO / TERM. PINHEIROS,Noturno
N731,11,TERM. CAPELINHA / TERM. STO. AMARO,Noturno
N732,11,TERM. JD. ÂNGELA / TERM. JD. JACIRA,Noturno
N733,11,TERM. JD. ÂNGELA / VL. GILDA,Noturno
N734,11,TERM. CAPELINHA / VALO VELHO,Noturno
N735,11,TERM. CAPELINHA / JD. GUARUJÁ,Noturno
N736,11,TERM. JD. ÂNGELA / JD. HORIZONTE AZUL,Noturno
N737,11,TERM. JD. ÂNGELA / PQ. DO LAGO,Noturno
N738,11,TERM. GUARAPIRANGA / PQ. DO LAGO,Noturno
N739,11,TERM. CAPELINHA / JD. UNIVERSAL,Noturno
N740,11,TERM. JD. ÂNGELA / JD. RIVIERA,Noturno
N741,11,TERM. CAPELINHA / VALO VELHO,Noturno
N742,11,TERM. JOÃO DIAS / TERM. PINHEIROS,Noturno
N743,11,TERM. JOÃO DIAS / JD. PLANALTO,Noturno
N744,11,TERM. JOÃO DIAS / JD. VAZ DE LIMA,Noturno
N745,11,TERM. CAPELINHA / TERM. CAMPO LIMPO,Noturno
N746,11,TERM. CAMPO LIMPO / JD. IRENE,Noturno
N801,11,METRÔ BUTANTÃ / TERM. PQ. D. PEDRO II,Noturno
N802,11,TERM. PINHEIROS / TERM. PQ. D. PEDRO II,Noturno
N831,11,TERM. LAPA / PQ. DA LAPA,Noturno
N832,11,TERM. LAPA / PQ. CONTINENTAL,Noturno
N833,11,TERM. PINHEIROS / CEASA,Noturno
N834,11,TERM. LAPA / TERM. PINHEIROS,Noturno
N835,11,TERM. PINHEIROS / JD. JOÃO XXIII,Noturno
N836,11,TERM. PINHEIROS / PQ. CONTINENTAL,Noturno
N837,11,TERM. JOÃO DIAS / CDHU BUTANTÃ,Noturno
N838,11,METRÔ VL. MADALENA / EST. LEOPOLDINA,Noturno
N839,11,METRÔ BUTANTÃ / METRÔ VL. MARIANA,Noturno
N840,11,TERM. VL. MARIANA / STA. CECÍLIA,Noturno
N841,11,TERM. VL. MARIANA / STA. CECÍLIA,Noturno
N842,11,TERM. PINHEIROS / COHAB RAPOSO TAVARES,Noturno
N843,11,TERM. CAPELINHA / PQ. ARARIBA,Noturno
